0.083533,0,4.31632,3.84175e-05,4.31636
0.098296,0.001,4.31617,0.000153516,4.31632
0.099676,0.002,4.31594,0.000345066,4.31628
0.100189,0.003,4.31563,0.000612838,4.31624
0.100727,0.004,4.31525,0.000956603,4.3162
0.101031,0.005,4.31479,0.00137613,4.31616
0.101371,0.006,4.31425,0.0018712,4.31612
0.10165,0.007,4.31364,0.00244157,4.31608
0.102014,0.008,4.31295,0.00308703,4.31604
0.102723,0.009,4.31218,0.00380734,4.31599
0.103247,0.01,4.31134,0.00460229,4.31594
0.104046,0.011,4.31042,0.00547163,4.31589
0.104904,0.012,4.30943,0.00641516,4.31584
0.10553,0.013,4.30836,0.00743265,4.31579
0.106208,0.014,4.30721,0.00852386,4.31574
0.107239,0.015,4.30599,0.00968859,4.31568
0.107846,0.016,4.3047,0.0109266,4.31562
0.108378,0.017,4.30332,0.0122377,4.31556
0.108949,0.018,4.30187,0.0136216,4.3155
0.109812,0.019,4.30035,0.0150781,4.31543
0.110478,0.02,4.29875,0.0166071,4.31536
0.11099,0.021,4.29708,0.0182082,4.31529
0.111699,0.022,4.29533,0.0198813,4.31521
0.11236,0.023,4.2935,0.0216261,4.31513
0.113021,0.024,4.2916,0.0234425,4.31504
0.113509,0.025,4.28963,0.0253301,4.31496
0.114036,0.026,4.28758,0.0272889,4.31487
0.114888,0.027,4.28545,0.0293185,4.31477
0.115723,0.028,4.28325,0.0314188,4.31467
0.116397,0.029,4.28098,0.0335895,4.31457
0.117081,0.03,4.27863,0.0358304,4.31446
0.117582,0.031,4.27621,0.0381414,4.31435
0.11829,0.032,4.27371,0.0405221,4.31423
0.118851,0.033,4.27114,0.0429724,4.31411
0.119471,0.034,4.26849,0.0454921,4.31398
0.120545,0.035,4.26577,0.0480809,4.31385
0.121471,0.036,4.26297,0.0507387,4.31371
0.122138,0.037,4.2601,0.0534652,4.31357
0.122799,0.038,4.25716,0.0562603,4.31342
0.123357,0.039,4.25414,0.0591236,4.31327
0.12401,0.04,4.25105,0.062055,4.31311
0.124573,0.041,4.24789,0.0650544,4.31294
0.125197,0.042,4.24465,0.0681214,4.31277
0.125989,0.043,4.24134,0.0712558,4.31259
0.126764,0.044,4.23795,0.0744576,4.31241
