0.086694,0,4.31632,3.84175e-05,4.31636
0.102338,0.001,4.31617,0.000153516,4.31632
0.103728,0.002,4.31594,0.000345066,4.31628
0.104317,0.003,4.31563,0.000612838,4.31624
0.104773,0.004,4.31525,0.000956603,4.3162
0.105362,0.005,4.31479,0.00137613,4.31616
0.105897,0.006,4.31425,0.0018712,4.31612
0.106418,0.007,4.31364,0.00244157,4.31608
0.107067,0.008,4.31295,0.00308703,4.31604
0.107559,0.009,4.31218,0.00380734,4.31599
0.107994,0.01,4.31134,0.00460229,4.31594
0.108531,0.011,4.31042,0.00547163,4.31589
0.109542,0.012,4.30943,0.00641516,4.31584
0.110156,0.013,4.30836,0.00743265,4.31579
0.111018,0.014,4.30721,0.00852386,4.31574
0.111847,0.015,4.30599,0.00968859,4.31568
0.112357,0.016,4.3047,0.0109266,4.31562
0.112855,0.017,4.30332,0.0122377,4.31556
0.113376,0.018,4.30187,0.0136216,4.3155
0.113902,0.019,4.30035,0.0150781,4.31543
0.114444,0.02,4.29875,0.0166071,4.31536
0.114864,0.021,4.29708,0.0182082,4.31529
0.115488,0.022,4.29533,0.0198813,4.31521
0.11622,0.023,4.2935,0.0216261,4.31513
0.116813,0.024,4.2916,0.0234425,4.31504
0.117478,0.025,4.28963,0.0253301,4.31496
0.118338,0.026,4.28758,0.0272889,4.31487
0.118989,0.027,4.28545,0.0293185,4.31477
0.119458,0.028,4.28325,0.0314188,4.31467
0.119924,0.029,4.28098,0.0335895,4.31457
0.120437,0.03,4.27863,0.0358304,4.31446
0.120839,0.031,4.27621,0.0381414,4.31435
0.121356,0.032,4.27371,0.0405221,4.31423
0.122007,0.033,4.27114,0.0429724,4.31411
0.122736,0.034,4.26849,0.0454921,4.31398
0.123294,0.035,4.26577,0.0480809,4.31385
0.124018,0.036,4.26297,0.0507387,4.31371
0.124828,0.037,4.2601,0.0534652,4.31357
0.125833,0.038,4.25716,0.0562603,4.31342
0.126511,0.039,4.25414,0.0591236,4.31327
0.127057,0.04,4.25105,0.062055,4.31311
0.127664,0.041,4.24789,0.0650544,4.31294
0.128301,0.042,4.24465,0.0681214,4.31277
0.129006,0.043,4.24134,0.0712558,4.31259
0.129513,0.044,4.23795,0.0744576,4.31241
0.129965,0.045,4.23449,0.0777263,4.31222
0.130664,0.046,4.23096,0.081062,4.31202
0.131457,0.047,4.22735,0.0844642,4.31182
0.132112,0.048,4.22367,0.0879329,4.31161
0.132858,0.049,4.21992,0.0914678,4.31139
0.133403,0.05,4.21609,0.0950688,4.31116
0.134034,0.051,4.21219,0.0987355,4.31093
0.134783,0.052,4.20822,0.102468,4.31069
0.135443,0.053,4.20418,0.106266,4.31044
0.136063,0.054,4.20006,0.110129,4.31019
0.136897,0.055,4.19587,0.114057,4.30993
0.137632,0.056,4.19161,0.118049,4.30965
0.138312,0.057,4.18727,0.122107,4.30938
0.138984,0.058,4.18286,0.126228,4.30909
0.139646,0.059,4.17838,0.130414,4.30879
0.140415,0.06,4.17383,0.134664,4.30849
0.141213,0.061,4.1692,0.138978,4.30818
0.14178,0.062,4.1645,0.143355,4.30786
0.142244,0.063,4.15973,0.147796,4.30753
0.142932,0.064,4.15489,0.1523,4.30719
0.143591,0.065,4.14997,0.156867,4.30684
0.144174,0.066,4.14499,0.161497,4.30648
0.144798,0.067,4.13993,0.166189,4.30612
0.145318,0.068,4.1348,0.170944,4.30574
0.145963,0.069,4.1296,0.17576,4.30536
0.146889,0.07,4.12432,0.180639,4.30496
0.147837,0.071,4.11898,0.18558,4.30456
0.148767,0.072,4.11356,0.190582,4.30414
0.149882,0.073,4.10807,0.195646,4.30372
0.150584,0.074,4.10251,0.200771,4.30328
0.151134,0.075,4.09688,0.205957,4.30284
0.151728,0.076,4.09118,0.211204,4.30238
0.152418,0.077,4.0854,0.216512,4.30191
0.153023,0.078,4.07956,0.22188,4.30144
0.153481,0.079,4.07364,0.227308,4.30095
0.15399,0.08,4.06765,0.232796,4.30045
0.154888,0.081,4.0616,0.238344,4.29994
0.155748,0.082,4.05547,0.243952,4.29942
0.156462,0.083,4.04927,0.24962,4.29889
0.156933,0.084,4.043,0.255346,4.29834
0.157406,0.085,4.03666,0.261132,4.29779
0.157891,0.086,4.03024,0.266977,4.29722
0.158323,0.087,4.02376,0.27288,4.29664
0.159082,0.088,4.01721,0.278842,4.29605
0.159603,0.089,4.01059,0.284863,4.29545
0.160195,0.09,4.00389,0.290941,4.29484
0.160752,0.091,3.99713,0.297078,4.29421
0.161416,0.092,3.9903,0.303273,4.29357
0.162217,0.093,3.98339,0.309525,4.29292
0.163156,0.094,3.97642,0.315834,4.29225
0.163904,0.095,3.96938,0.322201,4.29158
0.164408,0.096,3.96226,0.328625,4.29089
0.164849,0.097,3.95508,0.335105,4.29019
0.165402,0.098,3.94783,0.341643,4.28947
0.166013,0.099,3.9405,0.348237,4.28874
0.166641,0.1,3.93311,0.354887,4.288
0.167274,0.101,3.92565,0.361593,4.28724
0.167833,0.102,3.91812,0.368356,4.28647
0.168276,0.103,3.91052,0.375174,4.28569
0.168835,0.104,3.90285,0.382048,4.2849
0.16976,0.105,3.89511,0.388977,4.28409
0.170627,0.106,3.8873,0.395962,4.28326
0.171248,0.107,3.87942,0.403001,4.28243
0.171839,0.108,3.87148,0.410096,4.28157
0.172593,0.109,3.86346,0.417245,4.28071
0.173298,0.11,3.85538,0.424448,4.27983
0.174088,0.111,3.84722,0.431706,4.27893
0.174597,0.112,3.839,0.439019,4.27802
0.174994,0.113,3.83071,0.446385,4.2771
0.175546,0.114,3.82235,0.453805,4.27616
0.176346,0.115,3.81393,0.461279,4.2752
0.177196,0.116,3.80543,0.468806,4.27424
0.177837,0.117,3.79686,0.476387,4.27325
0.178715,0.118,3.78823,0.48402,4.27225
0.179432,0.119,3.77953,0.491707,4.27124
0.180287,0.12,3.77076,0.499446,4.27021
0.180998,0.121,3.76192,0.507238,4.26916
0.181935,0.122,3.75302,0.515082,4.2681
0.182561,0.123,3.74404,0.522979,4.26702
0.183355,0.124,3.735,0.530928,4.26593
0.184029,0.125,3.72589,0.538928,4.26482
0.184578,0.126,3.71672,0.546981,4.2637
0.185303,0.127,3.70747,0.555085,4.26256
0.185955,0.128,3.69816,0.56324,4.2614
0.186735,0.129,3.68878,0.571447,4.26022
0.187699,0.13,3.67933,0.579704,4.25903
0.188568,0.131,3.66981,0.588013,4.25783
0.189262,0.132,3.66023,0.596372,4.2566
0.189947,0.133,3.65058,0.604782,4.25536
0.190651,0.134,3.64086,0.613242,4.25411
0.19134,0.135,3.63108,0.621753,4.25283
0.192072,0.136,3.62123,0.630313,4.25154
0.192789,0.137,3.61131,0.638923,4.25023
0.193606,0.138,3.60132,0.647583,4.24891
0.194334,0.139,3.59127,0.656293,4.24756
0.194888,0.14,3.58115,0.665052,4.2462
0.195444,0.141,3.57097,0.67386,4.24483
0.196082,0.142,3.56071,0.682718,4.24343
0.196654,0.143,3.55039,0.691624,4.24202
0.197399,0.144,3.54001,0.700578,4.24059
0.197856,0.145,3.52955,0.709582,4.23914
0.198339,0.146,3.51903,0.718634,4.23767
0.198963,0.147,3.50845,0.727734,4.23618
0.199639,0.148,3.4978,0.736882,4.23468
0.200404,0.149,3.48708,0.746078,4.23316
0.201208,0.15,3.47629,0.755322,4.23162
0.201832,0.151,3.46544,0.764613,4.23006
0.202389,0.152,3.45453,0.773952,4.22848
0.203113,0.153,3.44355,0.783338,4.22688
0.203672,0.154,3.4325,0.792771,4.22527
0.204303,0.155,3.42138,0.802251,4.22363
0.204905,0.156,3.4102,0.811778,4.22198
0.205609,0.157,3.39896,0.821351,4.22031
0.206212,0.158,3.38764,0.830971,4.21862
0.206932,0.159,3.37627,0.840638,4.21691
0.207749,0.16,3.36482,0.85035,4.21517
0.208564,0.161,3.35332,0.860108,4.21343
0.209208,0.162,3.34174,0.869912,4.21166
0.209871,0.163,3.3301,0.879762,4.20987
0.210515,0.164,3.3184,0.889658,4.20806
0.210984,0.165,3.30663,0.899599,4.20623
